**                                  bottom                       top
**     x       y     phicB    as_x    as_y     phicT    as_x    as_y     phi_1     v_1     v_2
  5.3000  4.9000     45.00 1.70205 1.64829    -45.00 1.70762 1.76138    -44.55 -0.0177  0.0186
  5.5000  4.7000     45.00 1.92117 2.07641    -45.00 1.55139 1.39615    -46.28 -0.0182  0.0180
  5.7000  4.9000     45.00 1.79417 1.72560    -45.00 1.78486 1.85343    -44.45 -0.0177  0.0186
  5.1667  4.5000     45.00 1.95647 2.00343    -45.00 1.03185 0.98489    -45.45 -0.0007  0.0068
  5.1000  4.3000     45.00 2.00651 2.01398    -45.00 0.91954 0.91207    -45.07 -0.0007  0.0068
  5.3000  4.5000     45.00 1.95101 2.01587    -45.00 1.10583 1.04096    -45.61 -0.0007  0.0068
  5.1000  4.7000     45.00 1.91552 1.96449    -45.00 1.03934 0.99037    -45.47 -0.0007  0.0068
  6.5000  4.1667     45.00 2.33304 2.29703    -45.00 1.65271 1.68871    -44.74 -0.0039  0.0096
  6.7000  4.1000     45.00 2.32171 2.32307    -45.00 1.67344 1.67208    -45.01 -0.0039  0.0095
  6.5000  4.3000     45.00 2.30529 2.23013    -45.00 1.71949 1.79465    -44.47 -0.0039  0.0096
  6.3000  4.1000     45.00 2.36445 2.37301    -45.00 1.56815 1.55958    -45.06 -0.0040  0.0095
  6.8333  4.5000     45.00 2.20739 2.19149    -45.00 2.12585 2.14175    -44.89  0.0080  0.0089
  6.9000  4.3000     45.00 2.12465 2.14818    -45.00 2.18619 2.16267    -45.16  0.0079  0.0090
  6.9000  4.7000     45.00 2.15187 2.19908    -45.00 2.23707 2.18987    -45.31  0.0079  0.0090
  6.7000  4.5000     45.00 2.30655 2.24160    -45.00 2.00875 2.07370    -44.57  0.0080  0.0089
  6.5000  4.8333     45.00 2.18341 2.18471    -45.00 2.13772 2.13643    -45.01 -0.0087  0.0095
  6.3000  4.9000     45.00 2.13623 2.09257    -45.00 2.15729 2.20095    -44.71 -0.0086  0.0096
  6.5000  4.7000     45.00 2.23927 2.29341    -45.00 2.06627 2.01212    -45.36 -0.0087  0.0095
  6.7000  4.9000     45.00 2.18861 2.12439    -45.00 2.18907 2.25329    -44.58 -0.0086  0.0096
  6.1667  4.5000     45.00 2.29603 2.28509    -45.00 1.65935 1.67029    -44.92  0.0044  0.0078
  6.1000  4.3000     45.00 2.34474 2.27818    -45.00 1.55030 1.61685    -44.51  0.0045  0.0077
  6.3000  4.5000     45.00 2.23795 2.26238    -45.00 1.75738 1.73295    -45.18  0.0044  0.0078
  6.1000  4.7000     45.00 2.32716 2.29782    -45.00 1.62438 1.65371    -44.79  0.0044  0.0078

** fy             435.0000
** fc             -17.0000
** min rhox         0.3000
** min rhoy         0.2500
** steel spec w  7810.0

** asx volume       0.0089
** asy volume       0.0078
** concrete vol     9.90
** mass x / vol     7.02
** mass y / vol     6.16
