   598,    4.320,    1.861,    2.689,  -1.7390e+01, EL1
   737,    4.293,    2.071,    2.738,  -1.7342e+01, EL1
   573,   15.684,   18.135,    2.688,  -1.7324e+01, EL1
   598,    4.590,    1.860,    2.798,  -1.7303e+01, EL1
    38,    5.229,   19.896,    7.361,  -1.7297e+01, EL3
   165,   14.771,    0.103,    7.360,  -1.7284e+01, EL3
   573,   15.414,   18.136,    2.798,  -1.7251e+01, EL1
   125,    9.238,    0.106,    4.623,  -1.7241e+01, EL3
   420,   18.975,   18.346,    1.255,  -1.7232e+01, EL1
   713,   15.711,   17.924,    2.738,  -1.7232e+01, EL1
   742,    2.244,    2.036,    1.912,  -1.7210e+01, EL1
   737,    4.565,    2.070,    2.845,  -1.7195e+01, EL1
   718,   17.761,   17.971,    1.907,  -1.7193e+01, EL1
   399,    4.647,    1.365,    2.689,  -1.7171e+01, EL1
   399,    4.381,    1.365,    2.574,  -1.7169e+01, EL1
    24,   11.207,   19.895,    4.403,  -1.7162e+01, EL3
   497,    1.086,    1.652,    1.279,  -1.7158e+01, EL1
   189,    0.869,    1.146,    0.958,  -1.7146e+01, EL1
   125,    8.981,    0.105,    4.496,  -1.7129e+01, EL3
   465,   15.621,   18.632,    2.574,  -1.7124e+01, EL1
    24,   11.465,   19.895,    4.275,  -1.7110e+01, EL3
   713,   15.439,   17.925,    2.845,  -1.7100e+01, EL1
   465,   15.355,   18.632,    2.689,  -1.7094e+01, EL1
   127,    9.871,    0.394,    4.938,  -1.7006e+01, EL3
   123,    8.347,    0.105,    4.182,  -1.6996e+01, EL3
   123,    8.090,    0.105,    4.055,  -1.6955e+01, EL3
    38,    4.972,   19.897,    7.488,  -1.6954e+01, EL3
   165,   15.028,    0.103,    7.488,  -1.6941e+01, EL3
   270,   15.752,   19.126,    2.376,  -1.6931e+01, EL1
    25,   10.766,   19.606,    4.632,  -1.6924e+01, EL3
   270,   16.014,   19.126,    2.256,  -1.6906e+01, EL1
   739,    3.287,    2.361,    2.437,  -1.6866e+01, EL1
